,ID,Created_at,Source,Favorite_Count,Retweet_Count,Tweets,Language
115,1244222985659129856,2020-03-29 11:20:50,Ministry of Health,1617,1028,"من #أسئلة_كورونا المتداولة،
كيف تتجاوز كل عائلة الضغوطات النفسية هذه الأيام ؟ https://t.co/Rlq3fqpSmG",ar
116,1244157342016581635,2020-03-29 07:00:00,Ministry of Health,2033,1536,التصرف الصحيح عند الشعور بأعراض فيروس كورونا #اعزل_نفسك وكلم الصحة 937📞 https://t.co/cD3ZpvispA,ar
117,1244006348070825986,2020-03-28 21:00:00,Ministry of Health,886,847,"#اعزل_نفسك⁩ عن عائلتك !
فهي أول خطوة عند شعورك بأعراض ⁧#كورونا⁩ :
"" كحة، ارتفاع في الحرارة، ضيق بالتنفس"". 
وكلم الصحة 937 📞 https://t.co/2BCOSBMbah",ar
118,1243976151007145984,2020-03-28 19:00:01,Ministry of Health,903,649,"من #أسئلة_كورونا المتداولة، 
الأطفال يعانون بسبب عدم الخروج من المنزل بماذا تنصح ذويهم ؟ https://t.co/YHS2s26kcU",ar
119,1243961048085835780,2020-03-28 18:00:00,Ministry of Health,740,590,"من #أسئلة_كورونا المتداولة،
ما هو التعامل الأمثل مع كبار السن أثناء بقائهم في المنازل ؟ https://t.co/4DuwONIqMh",ar
120,1243947388345225217,2020-03-28 17:05:43,Ministry of Health,2537,2268,رسالة من معالي الدكتور عبدالله المطلق إلى #أبطال_الصحة في كل القطاعات الصحية. https://t.co/mdp11Oog3r,ar
121,1243932086672769024,2020-03-28 16:04:55,Ministry of Health,107,117,"التركية 
İşçilerimizi #KOVİD19 tehlikesinden koruyacak basit yöntemler https://t.co/Ou2GaJMYtK",tr
122,1243932052459794437,2020-03-28 16:04:47,Ministry of Health,141,132,"الأثيوبية - الأمهرية
ሠራተኞችን በቀላሉ ከኮሮናቫይረስ መጠበቅ የምቻለዉ በፈጣሪ .እርዳታ ነዉ https://t.co/3J3gvPEycf",am
123,1243932027272990722,2020-03-28 16:04:41,Ministry of Health,42,60,"السواحلية
Kwa wafanyakazi, hatua rahisi za kujilinda, inshallah, dhidi ya #COVID19 https://t.co/g9ieTYxc9i",und
124,1243932001335480323,2020-03-28 16:04:34,Ministry of Health,40,55,"النيبالية
भगवान् को इच्छानुसार कामदारहरूका लागि #कोभिड१९ बाट आफ्नो सुरक्षा गर्ने सामान्य उपायहरू https://t.co/zmGeVP24u2",ne
125,1243931976199016448,2020-03-28 16:04:28,Ministry of Health,36,51,"الملايوية
Untuk pekerja, langkah mudah untuk melindungi anda, jika diizinkan Tuhan, daripada #COVID19 https://t.co/AUJExmYqZp",in
126,1243931935711416320,2020-03-28 16:04:19,Ministry of Health,38,59,"الفلبينية 
Para sa mga manggagawa, simpleng mga hakbang upang protektahan kayo, payagan ng Diyos, mula sa #COVID19 https://t.co/Bnkjwc74Fl",tl
127,1243931908377100290,2020-03-28 16:04:12,Ministry of Health,39,61,"الاندونيسية
Bagi para pekerja, langkah sederhana untuk melindungi diri Anda, insya Allah, dari #COVID19 https://t.co/kypc8WsPMP",und
128,1243931882020122625,2020-03-28 16:04:06,Ministry of Health,42,56,"البنغلاديشية
কর্মীদের জন্য, নিজেকে রক্ষা করার সহজ পদক্ষেপ, ঈশ্বর ইচ্ছুক, #COVID19 থেকে https://t.co/Oj06Fc6mf3",bn
129,1243931848415248387,2020-03-28 16:03:58,Ministry of Health,27,46,"الماليالامية
ദൈവാനുഗ്രഹത്താൽ #കോവിഡ്19 ബാധിക്കാതിരിക്കാൻ തൊഴിലാളികൾ പാലിക്കേണ്ട ലളിതമായ നടപടിക്രമങ്ങൾ https://t.co/wYadc2Pysb",ml
130,1243931821978591232,2020-03-28 16:03:52,Ministry of Health,38,62,"الهندية 
कर्मचारियों के लिए, भगवान के आशीर्वाद से, आपकी सुरक्षा के लिए आसान कदम, #COVID19 https://t.co/J8kAaLxzpa",hi
131,1243931772045406211,2020-03-28 16:03:40,Ministry of Health,60,74,"الاردو 
کارکنان کے لیے، #COVID19 سے انشاءاللہ، آپ کی حفاظت کے لیے آسان اقدامات https://t.co/IrbPF07GDC",ur
132,1243931747575902208,2020-03-28 16:03:34,Ministry of Health,61,78,"الانجليزية 
For workers, simple steps to protect you, from #COVID19. https://t.co/zSbG7K0wNP",ca
133,1243931714952540160,2020-03-28 16:03:26,Ministry of Health,1633,1268,"ساهم في توعية من حولك بجميع اللغات من خلال طرق الوقاية من فيروس #كورونا الجديد.
#الوقاية_من_كورونا 
#كلنا_مسؤول 
#COVID19 
العربية ⬇️ https://t.co/ghIDeciOmJ",ar
134,1243891379358613505,2020-03-28 13:23:09,Ministry of Health,410,278,Highlights of the press conference of the official spokesperson. https://t.co/DZ4PmEbHq5,en
135,1243891280670863366,2020-03-28 13:22:46,Ministry of Health,963,848,أبرز ما جاء في المؤتمر الصحفي للمتحدث الرسمي لوزارة الصحة https://t.co/mj3cQVbdfc,ar
136,1243881406134202370,2020-03-28 12:43:32,Ministry of Health,6758,7093,#الصحة تعلن عن تسجيل (99) حالة إصابة جديدة بفيروس #كورونا الجديد (كوفيد19)، وتسجيل حالة وفاة لمواطن في الرياض رحمه الله، وتسجيل حالتي تعافي ليصبح مجموع الحالات المتعافية (37) حالة ولله الحمد. https://t.co/KdMILfxNIn,ar
137,1243636445232934912,2020-03-27 20:30:08,Ministry of Health,2950,1613,من داخل العزل الصحي.. حاتم يحكي قصة إصابته بفيروس #كورونا الجديد. https://t.co/m0wf0pyIHQ,ar
138,1243619417902252033,2020-03-27 19:22:29,Ministry of Health,906,954,"لسلامتك وسلامة عائلتك #لا_تقول_تم
#الوقاية_من_كورونا https://t.co/1Gk0eGZhPr",ar
139,1243607468518838280,2020-03-27 18:35:00,Ministry of Health,908,715,"نصائح مهمة لحماية طفلك الرضيع من فيروس كورونا.
#الوقاية_من_كورونا https://t.co/2Vgadh07Gb",ar
140,1243601176941101059,2020-03-27 18:10:00,Ministry of Health,675,531,"نصائح مهمة للحوامل.
#الوقاية_من_كورونا https://t.co/kCg9WC9uv3",ar
141,1243593063957778435,2020-03-27 17:37:45,Ministry of Health,907,793,"من #أسئلة_كورونا المتداولة، 
هل هناك إجراءات احترازية كافية للسيطرة على #كورونا ؟   
يجيب عليه المتحدث الرسمي لوزارة الصحة د.محمد العبدالعالي. https://t.co/uhdKdavlAW",ar
142,1243560913669677069,2020-03-27 15:30:00,Ministry of Health,1292,1169,"زيارتك ربما تكون سببًا في نقل العدوى، لذلك اتبع إجراءات الوقاية.
#الوقاية_من_كورونا 
#كلنا_مسؤول https://t.co/ZYGMA2pqzE",ar
143,1243545812711464960,2020-03-27 14:30:00,Ministry of Health,1816,1505,إفصاحك عن إصابتك بالمرض يبيّن مدى حرصك على الأمن الصحي للوطن. https://t.co/Ycd0WkzShH,ar
144,1243531783158796289,2020-03-27 13:34:15,Ministry of Health,356,237,Highlights of the press conference of the official spokesperson. https://t.co/xYopzI5Qes,en
145,1243531721880018945,2020-03-27 13:34:00,Ministry of Health,1330,1031,أبرز ما جاء في المؤتمر الصحفي للمتحدث الرسمي لوزارة الصحة https://t.co/5gslANX2Mj,ar
146,1243518477450842112,2020-03-27 12:41:23,Ministry of Health,7034,7371,#الصحة تعلن عن تسجيل (92) حالة إصابة جديدة بفيروس #كورونا الجديد (كوفيد19)، وتسجيل حالتي تعافي ليصبح مجموع الحالات المتعافية (35) حالة ولله الحمد. https://t.co/p1VS1PBBUI,ar
147,1243266527845064706,2020-03-26 20:00:13,Ministry of Health,1046,1098,"لسلامتك وسلامة أصدقائك #لا_تقول_تم 
#الوقاية_من_كورونا 
#كلنا_مسؤول https://t.co/rNwHNPRWF3",ar
148,1243252165977812995,2020-03-26 19:03:09,Ministry of Health,733,601,"اكشف عن أعراض فيروس #كورونا الجديد بكل سهولة عبر تطبيق موعد.
حمل التطبيق الآن، أو حدّث التطبيق ليظهر لك الاختبار :
https://t.co/YgrHxYt3Do https://t.co/2n94agOvBo",ar
149,1243237432826286080,2020-03-26 18:04:36,Ministry of Health,105,95,"الاسبانية 
Si sufre de fiebre alta, tos o dificultad para respirar, quédese en su residencia y llame al Ministerio de Salud al 937. https://t.co/SA0VLFpYdM",ca
150,1243237416326123521,2020-03-26 18:04:32,Ministry of Health,140,115,"التركية 
Ateş, öksürük veya nefes darlığından şikayet ediyorsanız, evinizde kalın ve 937'yi arayın https://t.co/vg5lALhyGe",tr
151,1243237401721479171,2020-03-26 18:04:29,Ministry of Health,95,97,"الاثيوبية - الأورومرية 
Yeroo qufaatan yookin haxxiffattan keessa ciqilee keessanii keessatti axxiffadhaa yookin qufa'aa https://t.co/lqHW7J38qK",ca
152,1243237389578964993,2020-03-26 18:04:26,Ministry of Health,96,106,"الاثيوبية - الأمهرية 
ሲያስሉ ወይም ሲያስነጥሱ በክንድየውስጠኛው ክፍል ይሸፍኑ https://t.co/xr29BWVllT",am
153,1243237378640302081,2020-03-26 18:04:23,Ministry of Health,46,52,"السواحلية
Ikiwa una joto jingi, unakohoa au unatatizika kupumua, salia nyumbani na upige simu kwenye Wizara ya Afya kupitia nambari 937. https://t.co/z4KBhyU7Hx",und
154,1243237365755363328,2020-03-26 18:04:20,Ministry of Health,43,59,"النيبالية 
 यदि तपाईंलाई ज्वरो आएको, फुको खोकी लागेको वा सास फेर्न कठिनाई भएको छ भने, घरमा नै बस्नुहोस् र MOH हटलाइनलाई 937 मा फोन गर्नुहोस्। https://t.co/4s6jSOEvPD",ne
155,1243237351729647624,2020-03-26 18:04:17,Ministry of Health,41,53,"الملايوية 
 Jika anda mengalami demam, batuk kering, atau sesak nafas, duduk di rumah dan hubungi Talian Penting KKM pada talian 937. https://t.co/0abWJJn7cZ",in
156,1243237338307874816,2020-03-26 18:04:14,Ministry of Health,43,52,"الفلبينية 
Kung ika'y nakakaranas ng pagtaas ng lagnat o ng ubo o nahihirapan sa paghinga, manatili sa iyong bahay at tumawag sa ospital 937. https://t.co/g3Tu85wjeb",tl
157,1243237324282122241,2020-03-26 18:04:10,Ministry of Health,42,54,"الاندونيسية
Jika Anda mengeluh suhu tinggi, batuk atau sesak napas, tinggallah di kediaman Anda dan bicaralah dengan kesehatan no telp: 937 https://t.co/sYiRKMrBgj",in
158,1243237306464636929,2020-03-26 18:04:06,Ministry of Health,39,48,"البنغلاديشية
 আপনার যদি জ্বর, শুকনো কাশি বা শ্বাসকষ্ট হয় তবে বাড়িতে থাকুন এবং 937 নম্বরে MoH হটলাইনে কল করুন। https://t.co/Beiv6IpCq7",bn
159,1243237288282337280,2020-03-26 18:04:02,Ministry of Health,39,50,"الماليالامية
 നിങ്ങൾക്ക് പനിയോ വരണ്ട ചുമയോ ശ്വാസതടസ്സമോ ഉണ്ടെങ്കിൽ, വീട്ടിൽ തന്നെ കഴിയുക, 937 എന്ന നമ്പറിൽ ആരോഗ്യ മന്ത്രായലത്തിൽ വിളിക്കുക. https://t.co/cQkBoMWfL1",ml
160,1243237272180400129,2020-03-26 18:03:58,Ministry of Health,33,47,"التاملية
உங்களுக்கு அதிக காய்ச்சல்,வறட்டு இருமல், சுவாசப்பிரச்சனை ஏதும் இருந்தால், வீட்டிலேயே தங்கியிருந்து ஹெல்த் சர்வீஸ் சென்டரை 937 ஐ அழையுங்கள். https://t.co/pEaDUbAQFV",ta
0,1248597515940909056,2020-04-10 13:03:40,Ministry of Interior,1291,1659,"مصدر مسؤول بوزارة الداخلية: تقرر منع التجول والتنقل الكلي وعدم الخروج من المنازل في أحياء "" الشريبات، بني ظفر، قربان، الجمعة، جزء من الإسكان، بني خدرة"" بالمدينة المنورة، ابتداءً من اليوم وحتى إشعار آخر. https://t.co/Lle5ERIS6r",ar
1,1248551321571033089,2020-04-10 10:00:06,Ministry of Interior,841,680,للتواصل مع إمارات المناطق وقطاعات #وزارة_الداخلية .. #أبشر https://t.co/PVS56VYgXl,ar
2,1248295592440315905,2020-04-09 17:03:56,Ministry of Interior,2388,1941,"مصدر مسؤول بوزارة الداخلية: 
سريان السماح لجميع مندوبي التوصيل التابعين للتطبيقات المسجلة لدى هيئة الاتصالات وتقنية المعلومات بالعمل في جميع مناطق المملكة وعلى مدار 24 ساعة . https://t.co/MACzIyTaum",ar
3,1247639667698098176,2020-04-07 21:37:31,Ministry of Interior,2001,1168,الأمير عبدالعزيز بن سعود يشارك في الاجتماع الطارئ لأصحاب السمو والمعالي وزراء الداخلية بدول مجلس التعاون لدول الخليج العربية. https://t.co/E0tspV1et4,ar
4,1247517368445571077,2020-04-07 13:31:33,Ministry of Interior,2718,2952,مصدر مسؤول بوزارة الداخلية: تقديم ساعات منع التجول في بقية المناطق والمدن ليبدأ من الساعة الثالثة عصراً إلى السادسة صباحاً ابتداءً من يوم غد الأربعاء. https://t.co/sBZx1Z15WP,ar
5,1247509451948556289,2020-04-07 13:00:05,Ministry of Interior,3149,2560,من منسوبي الداخلية لأبطال الصحة: نحن معكم و #كلنا_مسؤول https://t.co/ZQ02hOoaHv,ar
6,1247363557462880256,2020-04-07 03:20:21,Ministry of Interior,3853,3183,منع التجول من أجل سلامتكم ... و #كلنا_مسؤول https://t.co/5YKjkY2QLM,ar
7,1247237019132141568,2020-04-06 18:57:32,Ministry of Interior,6178,6007,مصدر مسؤول بوزارة الداخلية : منع التجول على مدار (24) ساعة يومياً في أرجاء مدن: (الرياض، تبوك، الدمام، الظهران، الهفوف)، وكذلك في أرجاء محافظات: (جدة، الطائف، القطيف، الخبر) كافة، مع استمرار منع الدخول إليها أو الخروج منها، وذلك اعتبارًا من تاريخه وحتى إشعار آخر. https://t.co/EhR0wzm7xX,ar
8,1247211149965352964,2020-04-06 17:14:44,Ministry of Interior,3060,2350,جسد واحد .. #كلنا_مسؤول https://t.co/BPrflzCIgD,ar
9,1246761736348237824,2020-04-05 11:28:56,Ministry of Interior,3822,2722,"من البيت الصغير إلى البيت الكبير . 

#كلنا_مسؤول https://t.co/yMm6dBxPTR",ar
10,1246410807669338119,2020-04-04 12:14:28,Ministry of Interior,1879,2064,مصدر مسؤول بوزارة الداخلية : تطبيق إجراءات احترازية صحية إضافية بعدد من الأحياء السكنية بمحافظة جدة، ومنع الدخول إليها أو الخروج منها ومنع التجول فيها على مدار اليوم اعتبارًا من الساعة الثالثة من عصر اليوم وحتى إشعار آخر . https://t.co/cXnJFv8jtw,ar
11,1246407192653312000,2020-04-04 12:00:06,Ministry of Interior,817,505,"أبرز أخبار وزارة الداخلية خلال الفترة من 5 وحتى 11 شعبان 1441هـ .

#الداخلية_في_أسبوع https://t.co/oPeSiQV9cD",ar
12,1245931877401120770,2020-04-03 04:31:22,Ministry of Interior,3425,3947,مصدر مسؤول بوزارة الداخلية : تقديم وقت بدء منع التجول في  مدينة الدمام ومحافظتي الطائف و القطيف إلى الساعة الثالثة عصراً بدءًا  من اليوم الجمعة وحتى إشعار آخر. https://t.co/kKCdT7S2r1,ar
13,1245773017831165956,2020-04-02 18:00:07,Ministry of Interior,3750,3126,"ببصمتك "" أنت ""...
رسمت للوطن قلب .. وكنت (نبضه). 

#كلنا_مسؤول. https://t.co/aWzIUG0hb9",ar
14,1245754767785295878,2020-04-02 16:47:36,Ministry of Interior,1447,1121,"المتحدث الأمني بوزارة الداخلية : 
التزام الجميع بالبقاء في المنازل .. سلاحنا في مواجهة ""جائحة كورونا"".

#كلنا_مسؤول https://t.co/fwgRaNS0iH",ar
15,1245684159475060736,2020-04-02 12:07:01,Ministry of Interior,4556,5378,مصدر مسؤول بوزارة الداخلية : منع التجول في أرجاء مدينتي مكة المكرمة والمدينة المنورة على مدى (24) ساعة يومياً، مع استمرار منع الدخول إليها أو الخروج منها، وذلك اعتبارًا من تاريخه وحتى إشعار آخر . https://t.co/xL3dB55zP9,ar
16,1245453562626355201,2020-04-01 20:50:43,Ministry of Interior,6736,5935,أبشر يا وطن ... #كلنا_مسؤول https://t.co/GDSNIazLMw,ar
17,1244732452574244864,2020-03-30 21:05:17,Ministry of Interior,2006,1216,الأمير عبدالعزيز بن سعود :  تضمين مخالفي أنظمة الإقامة والعمل وأمن الحدود في أمر خادم الحرمين الشريفين يبرز البعد الإنساني الذي يوليه الملك المفدى للأمن الصحي لمواطني المملكة والمقيمين فيها دون تمييز بين من يستحق الرعاية الطبية . https://t.co/3hMtKx8fYa,ar
18,1244640821988786179,2020-03-30 15:01:10,Ministry of Interior,987,702,"المتحدث الأمني بوزارة الداخلية : 

زيادة عدد خطوط غرف العمليات في 999 و 911 لضمان استمرارية سرعة الاستجابة للبلاغات والاستفسارات. https://t.co/K5jg8jVZtg",ar
19,1244604230171844609,2020-03-30 12:35:46,Ministry of Interior,1144,1138,مصدر مسؤول بوزارة الداخلية : تطبيق إجراءات احترازية صحية إضافية بعدد من الأحياء السكنية بمدينة مكة المكرمة ومنع التجول فيها من ظهر اليوم . https://t.co/53PaALUbDv,ar
20,1244374535408844800,2020-03-29 21:23:03,Ministry of Interior,1448,769,"مراكز ضبط منع الدخول والخروج في محافظة جدة .

#كلنا_مسؤول https://t.co/sCrbwdqExP",ar
21,1244298134626459653,2020-03-29 16:19:27,Ministry of Interior,1881,1292,"المتحدث الأمني بوزارة الداخلية: 

اليوم السابع لتطبيق أمر منع التجول .. التزام عال وجهود أمنية متواصلة. https://t.co/Rcp5GmLDYo",ar
22,1244170796861476864,2020-03-29 07:53:28,Ministry of Interior,3349,3927,تنفيذًا للإجراءات الاحترازية الإضافية للحد من انتشار فيروس كورونا الجديد، تقرر تقديم موعد منع التجول في محافظة جدة ليكون ابتداء من الساعة الثالثة مساء ، وتعليق الدخول والخروج إليها . https://t.co/jadwugh5XO,ar
23,1244101030427705349,2020-03-29 03:16:14,Ministry of Interior,1282,957,الدفاع المدني بمنطقة الرياض: إصابة مدنيين اثنين إصابات طفيفة إثر تناثر شظايا صاروخ باليستي أطلقته مليشيا الحوثي الإرهابية على مدينة الرياض. https://t.co/MIIXhTuiUI,ar
24,1244010083056603137,2020-03-28 21:14:51,Ministry of Interior,4231,5227,تمديد العمل بتعليق الحضور لمقرات العمل في جميع الجهات الحكومية والقطاع الخاص وتعليق الرحلات الجوية الدولية والداخلية ونشاط الحافلات وسيارات الأجرة والقطارات حتى إشعار آخر . https://t.co/t6fHoDfHMK,ar
25,1243876402203693056,2020-03-28 12:23:39,Ministry of Interior,836,516,أبرز أخبار وزارة الداخلية خلال الفترة من 27 رجب وحتى 4 شعبان 1441هـ . https://t.co/bAOqNpkfmk,ar
26,1243709410502942720,2020-03-28 01:20:05,Ministry of Interior,5664,5518,"ماذا فعلت حكومة المملكة لحماية شعبها من فيروس كورونا؟

What has the government of the Kingdom of Saudi Arabia done to protect its people from Covid-19? https://t.co/BFhckuHt4M",ca
27,1243614216235384835,2020-03-27 19:01:49,Ministry of Interior,955,858,السماح لملاك الإبل والاسطبلات وتجار الأنعام بالدخول والخروج لكل من مدن (الرياض والمدينة المنورة ومكة المكرمة ) غداً السبت فقط من الساعة 6 صباحاً إلى 3 عصراً. https://t.co/PIqmDHVzTI,ar
28,1243268002461749253,2020-03-26 20:06:05,Ministry of Interior,930,689,الأمير عبدالعزيز بن سعود : كلمة خادم الحرمين الشريفين - حفظه الله - خلال رئاسته  للقمة الاستثنائية الافتراضية لقادة دول مجموعة العشرين، جسدت ريادة المملكة في خدمة الإنسانية ودعم الجهود الدولية لمواجهة جائحة كورونا والحد من تأثيراتها الاقتصادية والإنسانية. https://t.co/uhr3yAPibx,ar
29,1243248622709420032,2020-03-26 18:49:04,Ministry of Interior,1338,1008,"خادم الحرمين الشريفين - حفظه الله - خلال رئاسته للقمة الاستثنائية الافتراضية لقادة دول مجموعة العشرين: ""بتعاوننا المشترك، نحن على ثقة بأننا سنتمكن معاً - بعون الله - من تجاوز هذه الأزمة والمضي قدماً نحو مستقبل ينعم فيه الجميع بالرخاء والصحة والازدهار."" https://t.co/m1Bf5sSU7q",ar
30,1243181687900692482,2020-03-26 14:23:06,Ministry of Interior,948,706,"المتحدث الأمني بوزارة الداخلية : 
الجهات الأمنية والقوات العسكرية المساندة باشرت اليوم عند تمام الساعة الثالثة عصرًا منع التنقل بين مناطق المملكة ، ومنع الدخول والخروج من مدن الرياض ومكة المكرمة والمدينة المنورة.

#كلنا_مسؤول https://t.co/l2yHpLeQ2Q",ar
31,1242968512764706820,2020-03-26 00:16:01,Ministry of Interior,488,379,مراكز ضبط منع الدخول والخروج للمدينة المنورة . https://t.co/feZM3JHu07,ar
32,1242968256132063244,2020-03-26 00:15:00,Ministry of Interior,469,439,مراكز ضبط منع الدخول والخروج لمدينة مكة المكرمة . https://t.co/3rSrSqgIp6,ar
33,1242967979253530624,2020-03-26 00:13:54,Ministry of Interior,681,595,مراكز ضبط منع الدخول والخروج لمدينة الرياض . https://t.co/amVzkyZtVU,ar
34,1242881448736145413,2020-03-25 18:30:03,Ministry of Interior,1038,963,الإجراءات الاحترازية الإضافية التي وافق خادم الحرمين الشريفين -حفظه الله- على اتخاذها والعمل بها ابتداءً من يوم غدٍ الخميس. https://t.co/kD77dhVw7c,ar
35,1242858811347677185,2020-03-25 17:00:06,Ministry of Interior,1504,1527,تنفيذًا للإجراءات الاحترازية الإضافية التي وافق عليها خادم الحرمين الشريفين -حفظه الله- للحد من انتشار فيروس كورونا الجديد، والتي تضمنت منع الدخول والخروج إطلاقًا من مدن الرياض، ومكة المكرمة، والمدينة المنورة، وفق الحدود التي تضعها الجهة المعنية، فقد تقرر التالي : https://t.co/ze8HWytzFr,ar
36,1242814788444528642,2020-03-25 14:05:10,Ministry of Interior,1061,830,"المتحدث الأمني لوزارة الداخلية: 
اليوم الثاني من تطبيق أمر منع التجول شهد التزاماً عالياً من المواطنين والمقيمين. https://t.co/DyyP15oKFj",ar
37,1242776729871056897,2020-03-25 11:33:56,Ministry of Interior,1539,1552,"البقاء في المنازل .. والتزام التعليمات يحفظ بإذن الله صحتكم ويحقق سلامتكم وأمنكم . 

صحتكم تهمنا .. وأمنكم واجبنا https://t.co/MOxuov40B0",ar
38,1242760516071763971,2020-03-25 10:29:31,Ministry of Interior,3164,3332,انطلاقاً من حرص خادم الحرمين الشريفين ـ حفظه الله ـ على صحة وسلامة المواطنين والمقيمين، وبناءً على ما عرضته الجهات المعنية من الحاجة إلى المزيد من الإجراءات الاحترازية للحد من انتشار فيروس كورونا الجديد، فقد وافق ـ رعاه الله ـ على اتخاذ عدد من الإجراءات. https://t.co/ZaCTEECJ0U,ar
39,1242499369812795393,2020-03-24 17:11:48,Ministry of Interior,1568,1376,"المتحدث الأمني بوزارة الداخلية : 

لمسنا في اليوم الأول لمنع التجول 
وعي صحي عالي والتزام بتطبيق أمر المنع .. والحالات المرصودة فردية ومحدودة. https://t.co/JYTowBQ3Mm",ar
40,1242151303448596482,2020-03-23 18:08:43,Ministry of Interior,2356,2621,"عقوبة من يخالف أمر منع التجول .

#كلنا_مسؤول https://t.co/M0IBfP5BNJ",ar
41,1242116433125036038,2020-03-23 15:50:09,Ministry of Interior,7969,7427,"حفاظاً على صحتكم وسلامتكم وأمنكم 
نأمل منكم البقاء في منازلكم والالتزام بالتعليمات التي وضعت من أجلكم . 

بقائكم في منازلكم يبرهن استشعاركم بالمسؤولية، صحتكم تهمنا وأمنكم واجبنا. 

#كلنا_مسؤول https://t.co/FAH51XBtTH",ar
42,1242073918330081281,2020-03-23 13:01:13,Ministry of Interior,1648,2313,مصدر مسؤول بوزارة الداخلية : من يخالف أمر منع التجول سيعاقب بالغرامة والسجن. https://t.co/0iITZeNBEN,ar
43,1242047408483241985,2020-03-23 11:15:52,Ministry of Interior,2444,2637,"خذ المعلومة من المصدر . 

#كلنا_مسؤول https://t.co/INSTg4u9Gt",ar
44,1241945683709571074,2020-03-23 04:31:39,Ministry of Interior,3644,3468,الأنشطة المستثناة من قرار الإغلاق والحد من التجول في الفترة المسائية . https://t.co/QzLTm426xA,ar
45,1241927277740462081,2020-03-23 03:18:31,Ministry of Interior,3117,3453,استنادًا إلى أمر خادم الحرمين الشريفين - حفظه الله - القاضي بمنع التجول للحد من انتشار فيروس كورونا الجديد لمدة 21 يوما، تود الوزارة إيضاح الاستثناءات المتعلقة بمنع التجول. https://t.co/8gxXbeVD0s,ar
46,1241865119677779968,2020-03-22 23:11:31,Ministry of Interior,5248,5655,خادم الحرمين الشريفين يصدر أمره بمنع التجول للحد من انتشار فيروس كورونا الجديد ابتداءً من الساعة السابعة مساءً وحتى الساعة السادسة صباحاً لمدة 21 يوماً من مساء يوم الاثنين 28 رجب 23 مارس. https://t.co/bu5sJNMpzX,ar
47,1241430924065214466,2020-03-21 18:26:11,Ministry of Interior,7905,9897,"#كلنا_مسؤول
 
البقاء في المنزل سلاحنا الأقوى بإذن الله لمواجهة #فايروس_كورونا",ar
48,1241365855960784896,2020-03-21 14:07:38,Ministry of Interior,9790,9095,"بتعاونكم .. سنعبر المرحلة بـ (أمن وأمان) 🇸🇦

#كلنا_مسؤول https://t.co/X09yYw5bcy",ar
49,1241333766343331842,2020-03-21 12:00:07,Ministry of Interior,641,365,"أبرز أخبار وزارة الداخلية خلال الفترة من 20 وحتى 26 رجب 1441هـ .

#الداخلية_في_أسبوع https://t.co/VZm01oImfZ",ar
50,1241071558698897408,2020-03-20 18:38:12,Ministry of Interior,787,481,الأمير عبدالعزيز بن سعود: كلمة خادم الحرمين الشريفين - حفظه الله - لامست قلوب الجميع لما تحمله من مشاعر أبوية حانية اتسمت بالصراحة في إبراز المسؤوليات والأدوار المشتركة للدولة والمجتمع في مواجهة هذا التهديد الصحي وتجاوزه - بإذن الله - . https://t.co/4DbanP8a2r,ar
51,1240941174023688192,2020-03-20 10:00:06,Ministry of Interior,37387,22773,يدٌ ترعاكم .. ويدٌ تحميكم https://t.co/mFs3Ed3zeB,ar
52,1240841930470236164,2020-03-20 03:25:44,Ministry of Interior,2647,2957,مصدر مسؤول بوزارة الداخلية⁩ : تعليق جميع رحلات الطيران الداخلي والحافلات وسيارات الأجرة والقطارات لمدة 14 يوماً ابتداءً من الساعة السادسة صباحاً من يوم غدٍ السبت . https://t.co/TE9j5f7SAp,ar
53,1240728543262375938,2020-03-19 19:55:10,Ministry of Interior,1675,1244,كلمة خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز آل سعود ـ حفظه الله ـ لإخوانه وأخواته، وأبنائه وبناته، المواطنين والمقيمين على أرض المملكة العربية السعودية. https://t.co/h0fZlebkzV,ar
54,1240326272779259909,2020-03-18 17:16:42,Ministry of Interior,652,575,وزارة الداخلية تدعو المواطنين والمقيمين إلى الاستفادة من خدمات الوزارة وقطاعاتها الأمنية الإلكترونية المقدمة عبر منصة (أبشر)، دون الحاجة للمراجعة الميدانية . https://t.co/UaugbQclFb,ar
55,1239308366343782400,2020-03-15 21:51:54,Ministry of Interior,2359,2576,مصدر مسؤول في وزارة الداخلية : حكومة المملكة تقرر تعليق الحضور لمقرات العمل في جميع الجهات الحكومية لمدة (16) يومًا عدا القطاعات الصحية والأمنية والعسكرية ومركز الأمن الإلكتروني. https://t.co/g316XqhOdZ,ar
56,1239300494838960130,2020-03-15 21:20:37,Ministry of Interior,305,210,"تأجيل موعد تحكيم مشاركات "" تحدي أبشر "". https://t.co/QxE5Yg1xPm",ar
57,1238797066836590592,2020-03-14 12:00:11,Ministry of Interior,390,224,أكثر من 10 ملايين عملية أنجزتها الأحوال المدنية خلال النصف الاول من العام الهجري الحالي . https://t.co/Z3mWHzRgLQ,ar
58,1238781941765279746,2020-03-14 11:00:05,Ministry of Interior,335,210,"أبرز أخبار وزارة الداخلية خلال الفترة من 13 وحتى 19 رجب 1441هـ .

#الداخلية_في_أسبوع https://t.co/qBUICTdo46",ar
